TreatmentCode;Treatment;Nconc (%);Bio;Rep;Day_1;Day;Length;Leaves;SPAD;Dualex NBI;Dualex Chl;Dualex Flav;Dualex Anth;SFW;SDW;RFW;RDW;File;Date;Time;Leaf;Roi Mask;Roi.Xc;Roi.Yc;dFv/Fm;s.d.;F0;s.d.;Fj;s.d.;Fi;s.d.;Fm;s.d.;1-Fj/Fm;s.d.;1-Fi/Fm;s.d.;Fv/Fm;s.d.;IC-Area;s.d.;IC-Area/Fv;s.d.;PI;s.d.;Fv/fm I (px);Fv/fm I (%);Fv/fm II (px);Fv/fm II (%);Fv/fm III (px);Fv/fm III (%);Fv/fm IV (px);Fv/fm IV (%);Fv/fm V (px);Fv/fm V (%);dFq/Fm;s.d.;Fs';s.d.;Fm';s.d.;Fq'/Fm';s.d.;ETR;s.d.;Fq'/fm' I (px);Fq'/fm' I (%);Fq'/fm' II (px);Fq'/fm' II (%);Fq'/fm' III (px);Fq'/fm' III (%);Fq'/fm' IV (px);Fq'/fm' IV (%);Fq'/fm' V (px);Fq'/fm' V (%);Etr I (px);Etr I (%);Etr II (px);Etr II (%);Etr III (px);Etr III (%);Etr IV (px);Etr IV (%);Etr V (px);Etr V (%);dRfd;s.d.;RfdFm;s.d.;RfdFt;s.d.;Rfd;s.d.;Rfd I (px);Rfd I (%);Rfd II (px);Rfd II (%);Rfd III (px);Rfd III (%);Rfd IV (px);Rfd IV (%);Rfd V (px);Rfd V (%);NPQ;s.d.;Npq I (px);Npq I (%);Npq II (px);Npq II (%);Npq III (px);Npq III (%);Npq IV (px);Npq IV (%);Npq V (px);Npq V (%);Red;s.d.;Green;s.d.;Blue;s.d.;Hue;s.d.;Saturation;s.d.;Value;s.d.;RGB I (px);RGB I (%);RGB II (px);RGB II (%);RGB III (px);RGB III (%);RGB IV (px);RGB IV (%);RGB V (px);RGB V (%);Hue I (px);Hue I (%);Hue II (px);Hue II (%);Hue III (px);Hue III (%);Hue IV (px);Hue IV (%);Hue V (px);Hue V (%);SpcGrn;s.d.;FarRed;s.d.;Nir;s.d.;ChlIdx;s.d.;AriIdx;s.d.;NDVI;s.d.;ChlIdx I (px);ChlIdx I (%);ChlIdx II (px);ChlIdx II (%);ChlIdx III (px);ChlIdx III (%);ChlIdx IV (px);ChlIdx IV (%);ChlIdx V (px);ChlIdx V (%);AriIdx I (px);AriIdx I (%);AriIdx II (px);AriIdx II (%);AriIdx III (px);AriIdx III (%);AriIdx IV (px);AriIdx IV (%);AriIdx V (px);AriIdx V (%);NDVI I (px);NDVI I (%);NDVI II (px);NDVI II (%);NDVI III (px);NDVI III (%);NDVI IV (px);NDVI IV (%);NDVI V (px);NDVI V (%);dGfp;s.d.;Gfp;s.d.;Auto;s.d.;cGfp;s.d.;MaskGfp;nObjGfp;nObjSize;s.d.;Gfp I (px);Gfp I (%);Gfp II (px);Gfp II (%);Gfp III (px);Gfp III (%);Gfp IV (px);Gfp IV (%);Gfp V (px);Gfp V (%);dRfp;s.d.;Rfp;s.d.;MaskRfp;nObjRfp;nObjSize;s.d.;Rfp I (px);Rfp I (%);Rfp II (px);Rfp II (%);Rfp III (px);Rfp III (%);Rfp IV (px);Rfp IV (%);Rfp V (px);Rfp V (%);dChl;s.d.;Chl;s.d.;Chl I (px);Chl I (%);Chl II (px);Chl II (%);Chl III (px);Chl III (%);Chl IV (px);Chl IV (%);Chl V (px);Chl V (%)
0N_03;0N;0;0;3;7;Day 07;4.7;2;39.2;77.5;30.3;0.39;0.3;/;/;/;/;HDR_E5701P0003N0001.INF;20210302;21:09;2;21058;1478;1237;67;68;855;296;0;0;0;0;3801;932;0;0;0;0;0.773;0.076;0;0;0;0;0;0;34;0.2;10;0;37;0.2;560;2.7;13147;62.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1274;372;2077;553;1033;308;108.3;22.5;0.507;0.108;0.032;0.008;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2594;662;3612;846;10211;2121;1.879;0.45;1.19;0.644;0.258;0.248;13438;63.8;7612;36.1;8;0;0;0;0;0;19109;90.7;1926;9.1;12;0.1;7;0;2;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;61;1582;436;17945;85.2;3113;14.8;0;0;0;0;0;0
0N_03;0N;0;0;3;7;Day 07;4.7;2;39.2;77.5;30.3;0.39;0.3;/;/;/;/;HDR_E5701P0003N0001.INF;20210302;21:09;3;2377;1589;1137;64;65;963;390;0;0;0;0;4007;1296;0;0;0;0;0.76;0.079;0;0;0;0;0;0;2;0.1;3;0.1;13;0.5;74;3.1;1667;70.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1724;352;2803;665;1226;259;102;19.3;0.548;0.116;0.043;0.01;0;0;0;0;3;0.1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3413;841;4530;1191;11809;3135;1.619;0.33;0.844;0.363;0.121;0.127;2123;89.3;254;10.7;0;0;0;0;0;0;2374;99.9;3;0.1;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;42;61;1922;713;1129;47.5;1248;52.5;0;0;0;0;0;0
25N_B_02;25N_B;25;1;2;7;Day 07;6.8;2;31.1;35.6;26.9;0.75;0.14;/;/;/;/;HDR_E5701P0004N0001.INF;20210302;21:09;All;26661;1588;1177;64;66;1084;381;0;0;0;0;2726;1001;0;0;0;0;0.578;0.157;0;0;0;0;0;0;751;2.8;993;3.7;3213;12.1;12047;45.2;8767;32.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2000;501;2721;712;1732;456;107.6;41.9;0.38;0.098;0.042;0.01;0;0;0;0;319;1.2;0;0;0;0;24;0.1;1;0;3;0;1;0;4;0;3174;837;4354;1070;13287;3343;2.075;0.487;1.274;1.375;0.145;0.142;11370;42.6;15274;57.3;17;0.1;0;0;0;0;23945;89.8;1315;4.9;588;2.2;628;2.4;151;0.6;5991849;100;855;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;1872;581;14199;53.3;12462;46.7;0;0;0;0;0;0
25N_B_02;25N_B;25;1;2;7;Day 07;6.8;2;31.1;35.6;26.9;0.75;0.14;/;/;/;/;HDR_E5701P0004N0001.INF;20210302;21:09;1;8354;1556;1224;62;65;931;281;0;0;0;0;1979;678;0;0;0;0;0.494;0.19;0;0;0;0;0;0;585;7;849;10.2;1894;22.7;3190;38.2;1660;19.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1894;314;2634;498;1746;319;113.2;28.7;0.349;0.082;0.04;0.007;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3077;579;3985;692;12261;2150;2.106;0.452;0.951;0.539;0.178;0.185;3564;42.7;4784;57.3;6;0.1;0;0;0;0;7997;95.7;353;4.2;4;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;1623;430;6712;80.3;1642;19.7;0;0;0;0;0;0
25N_B_02;25N_B;25;1;2;7;Day 07;6.8;2;31.1;35.6;26.9;0.75;0.14;/;/;/;/;HDR_E5701P0004N0001.INF;20210302;21:09;2;10142;1486;1147;64;66;1160;371;0;0;0;0;3091;955;0;0;0;0;0.611;0.125;0;0;0;0;0;0;118;1.2;104;1;853;8.4;4681;46.2;4087;40.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1726;376;2586;587;1488;352;109.9;26.6;0.426;0.1;0.04;0.009;0;0;0;0;49;0.5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3121;683;4017;931;12774;3224;2.181;0.47;0.916;0.461;0.156;0.192;3335;32.9;6801;67.1;6;0.1;0;0;0;0;9988;98.5;154;1.5;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;2029;565;3877;38.2;6265;61.8;0;0;0;0;0;0
25N_03;25N;25;0;3;7;Day 07;15.8;3;40;41.3;24.6;0.6;0.16;/;/;/;/;HDR_E5701P0005N0001.INF;20210302;21:09;All;114877;1092;1270;65;67;811;358;0;0;0;0;3565;1127;0;0;0;0;0.772;0.085;0;0;0;0;0;0;164;0.1;95;0.1;322;0.3;4551;4;68096;59.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1636;835;2405;1009;1196;449;102.4;34.5;0.506;0.119;0.038;0.016;1410;1.2;1;0;3102;2.7;25;0;1;0;69;0.1;3;0;15;0;12;0;10;0;2900;1163;4243;1584;10643;2961;1.613;0.508;1.348;1.363;0.155;0.157;90594;78.9;24218;21.1;62;0.1;3;0;0;0;100405;87.4;9311;8.1;2214;1.9;1750;1.5;790;0.7;5991961;100;743;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;1555;589;93851;81.7;21026;18.3;0;0;0;0;0;0
25N_03;25N;25;0;3;7;Day 07;15.8;3;40;41.3;24.6;0.6;0.16;/;/;/;/;HDR_E5701P0005N0001.INF;20210302;21:09;1;7185;1618;1058;66;69;582;328;0;0;0;0;2611;977;0;0;0;0;0.78;0.103;0;0;0;0;0;0;13;0.2;5;0.1;40;0.6;397;5.5;3782;52.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1130;284;1653;384;1105;300;120.6;30;0.371;0.108;0.025;0.006;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1979;475;2759;604;8642;2154;2.142;0.483;1.264;0.602;0.174;0.148;2677;37.3;4503;62.7;5;0.1;0;0;0;0;6376;88.7;806;11.2;3;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;43;62;1090;522;6723;93.6;462;6.4;0;0;0;0;0;0
25N_03;25N;25;0;3;7;Day 07;15.8;3;40;41.3;24.6;0.6;0.16;/;/;/;/;HDR_E5701P0005N0001.INF;20210302;21:09;2;46461;992;1468;65;67;837;279;0;0;0;0;3948;922;0;0;0;0;0.785;0.072;0;0;0;0;0;0;52;0.1;27;0.1;74;0.2;785;1.7;25793;55.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1232;342;2048;429;1060;295;111.2;21.6;0.493;0.102;0.031;0.006;0;0;0;0;109;0.2;0;0;0;0;19;0;0;0;0;0;0;0;0;0;2586;490;3712;713;10383;1844;1.84;0.477;1.255;0.56;0.195;0.235;30543;65.7;15865;34.1;50;0.1;3;0;0;0;42196;90.8;4256;9.2;7;0;0;0;1;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;1638;407;39707;85.5;6754;14.5;0;0;0;0;0;0
25N_03;25N;25;0;3;7;Day 07;15.8;3;40;41.3;24.6;0.6;0.16;/;/;/;/;HDR_E5701P0005N0001.INF;20210302;21:09;3;40276;848;1125;64;66;775;370;0;0;0;0;3381;1129;0;0;0;0;0.773;0.086;0;0;0;0;0;0;57;0.1;32;0.1;108;0.3;1552;3.9;24073;59.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1596;587;2576;906;1131;396;101.9;18.8;0.553;0.106;0.039;0.014;516;1.3;0;0;1168;2.9;1;0;0;0;10;0;0;0;0;0;0;0;0;0;3174;1073;4162;1288;10037;2735;1.457;0.356;0.805;0.436;0.183;0.209;37533;93.2;2737;6.8;6;0;0;0;0;0;39946;99.2;327;0.8;2;0;1;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;1537;661;31918;79.2;8358;20.8;0;0;0;0;0;0
90N_02;90N;90;0;2;7;Day 07;14;3;43.4;75.7;35.1;0.46;0.11;/;/;/;/;HDR_E5701P0006N0001.INF;20210302;21:09;All;121569;1077;1281;67;68;751;334;0;0;0;0;3341;1019;0;0;0;0;0.775;0.088;0;0;0;0;0;0;241;0.2;110;0.1;409;0.3;4378;3.6;71132;58.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1506;1048;2272;1231;1126;600;106.1;26.5;0.508;0.117;0.035;0.019;1538;1.3;0;0;3447;2.8;29;0;0;0;17;0;1;0;0;0;0;0;2;0;2753;1343;3681;1871;10124;2972;2.027;0.807;0.976;0.712;0.156;0.159;63443;52.2;57342;47.2;784;0.6;0;0;0;0;113660;93.5;7129;5.9;624;0.5;128;0.1;21;0;5992057;100;647;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;60;1456;573;102540;84.3;19029;15.7;0;0;0;0;0;0
90N_02;90N;90;0;2;7;Day 07;14;3;43.4;75.7;35.1;0.46;0.11;/;/;/;/;HDR_E5701P0006N0001.INF;20210302;21:09;1;21677;1467;976;68;68;701;274;0;0;0;0;3286;868;0;0;0;0;0.784;0.084;0;0;0;0;0;0;34;0.2;24;0.1;66;0.3;574;2.6;11777;54.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1032;217;1667;273;1011;217;120.6;24.7;0.433;0.096;0.025;0.004;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2084;338;2613;392;9875;1805;2.799;0.618;0.982;0.554;0.192;0.178;2055;9.5;19189;88.5;433;2;0;0;0;0;20713;95.6;962;4.4;2;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;60;1341;421;20678;95.4;999;4.6;0;0;0;0;0;0
90N_02;90N;90;0;2;7;Day 07;14;3;43.4;75.7;35.1;0.46;0.11;/;/;/;/;HDR_E5701P0006N0001.INF;20210302;21:09;2;42512;783;1592;65;67;619;258;0;0;0;0;2976;775;0;0;0;0;0.79;0.086;0;0;0;0;0;0;49;0.1;16;0;117;0.3;1272;3;21558;50.7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;896;232;1517;304;791;217;113.2;18.6;0.501;0.104;0.023;0.005;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1939;371;2499;496;8563;1722;2.475;0.608;1.029;0.637;0.178;0.211;8903;20.9;33261;78.2;348;0.8;0;0;0;0;39398;92.7;3091;7.3;22;0.1;1;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;1150;346;42502;100;10;0;0;0;0;0;0;0
90N_02;90N;90;0;2;7;Day 07;14;3;43.4;75.7;35.1;0.46;0.11;/;/;/;/;HDR_E5701P0006N0001.INF;20210302;21:09;3;32983;879;1166;66;67;900;328;0;0;0;0;3896;992;0;0;0;0;0.767;0.082;0;0;0;0;0;0;95;0.3;34;0.1;94;0.3;790;2.4;21602;65.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1487;474;2528;774;1022;311;102.7;17.3;0.588;0.102;0.039;0.012;461;1.4;0;0;219;0.7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;3173;930;4157;1163;10445;2397;1.567;0.399;0.81;0.414;0.16;0.184;28890;87.6;4091;12.4;2;0;0;0;0;0;32812;99.5;167;0.5;3;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;60;1858;565;20651;62.6;12332;37.4;0;0;0;0;0;0
25N_02;25N;25;0;2;7;Day 07;9.5;2;39.4;69.9;32.4;0.46;0.12;/;/;/;/;HDR_E5701P0007N0001.INF;20210302;21:09;All;64904;1184;1304;65;67;768;334;0;0;0;0;3231;1012;0;0;0;0;0.761;0.095;0;0;0;0;0;0;201;0.3;74;0.1;250;0.4;3670;5.7;40252;62;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1714;1080;2426;1186;1257;588;103.1;33.9;0.493;0.111;0.038;0.019;492;0.8;0;0;2774;4.3;10;0;0;0;27;0;6;0;4;0;5;0;4;0;2869;1273;3869;1875;9853;2824;1.776;0.699;0.954;1.068;0.143;0.142;38093;58.7;26767;41.2;42;0.1;2;0;0;0;59747;92.1;3194;4.9;1361;2.1;460;0.7;109;0.2;5992227;100;477;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;60;1406;531;57797;89;7107;11;0;0;0;0;0;0
25N_02;25N;25;0;2;7;Day 07;9.5;2;39.4;69.9;32.4;0.46;0.12;/;/;/;/;HDR_E5701P0007N0001.INF;20210302;21:09;1;5367;1534;1048;63;66;569;299;0;0;0;0;2531;933;0;0;0;0;0.773;0.111;0;0;0;0;0;0;21;0.4;13;0.2;35;0.7;321;6;2833;52.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1197;250;1774;396;1186;268;123.4;28.4;0.369;0.109;0.027;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2121;497;2489;627;7990;2250;2.221;0.509;0.58;0.433;0.161;0.138;1623;30.2;3742;69.7;2;0;0;0;0;0;5347;99.6;20;0.4;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;58;1034;425;5350;99.7;17;0.3;0;0;0;0;0;0
25N_02;25N;25;0;2;7;Day 07;9.5;2;39.4;69.9;32.4;0.46;0.12;/;/;/;/;HDR_E5701P0007N0001.INF;20210302;21:09;2;36329;944;1429;64;66;746;286;0;0;0;0;3351;891;0;0;0;0;0.776;0.08;0;0;0;0;0;0;54;0.1;18;0;65;0.2;1107;3;21554;59.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1098;301;1829;380;934;266;110.6;18.9;0.502;0.102;0.028;0.006;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2309;427;2899;535;8995;1779;2.137;0.55;0.845;0.553;0.161;0.193;13712;37.7;22576;62.1;39;0.1;2;0;0;0;35203;96.9;1122;3.1;3;0;0;0;1;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;1357;420;35302;97.2;1027;2.8;0;0;0;0;0;0
25N_02;25N;25;0;2;7;Day 07;9.5;2;39.4;69.9;32.4;0.46;0.12;/;/;/;/;HDR_E5701P0007N0001.INF;20210302;21:09;3;6405;1189;1163;66;68;896;394;0;0;0;0;3458;1228;0;0;0;0;0.737;0.112;0;0;0;0;0;0;62;1;12;0.2;37;0.6;423;6.6;4546;71;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1961;381;3065;775;1428;251;101.6;23.7;0.515;0.117;0.047;0.012;51;0.8;0;0;66;1;0;0;0;0;6;0.1;0;0;0;0;0;0;0;0;3674;983;4442;1287;10186;2880;1.306;0.276;0.471;0.269;0.123;0.121;6317;98.6;88;1.4;0;0;0;0;0;0;6402;100;3;0;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;61;1759;673;3703;57.8;2702;42.2;0;0;0;0;0;0
